,Median of Age,Mean of Age,Std of Age,Median of Match played,Mean of Match played,Std of Match played,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow cards,Mean of Yellow cards,Std of Yellow cards,Median of Red cards,Mean of Red cards,Std of Red cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of Possession_ProgC,Mean of Possession_ProgC,Std of Possession_ProgC,Median of PrgPasses,Mean of PrgPasses,Std of PrgPasses,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Goals per 90,Mean of Goals per 90,Std of Goals per 90,Median of Assists per 90,Mean of Assists per 90,Std of Assists per 90,Median of xG per 90,Mean of xG per 90,Std of xG per 90,Median of xAG per 90,Mean of xAG per 90,Std of xAG per 90,Median of GA90,Mean of GA90,Std of GA90,Median of Save%,Mean of Save%,Std of Save%,Median of CS%,Mean of CS%,Std of CS%,Median of Pen Save%,Mean of Pen Save%,Std of Pen Save%,Median of SoT%,Mean of SoT%,Std of SoT%,Median of SoT per 90,Mean of SoT per 90,Std of SoT per 90,Median of G per Sh,Mean of G per Sh,Std of G per Sh,Median of Average dist,Mean of Average dist,Std of Average dist,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Cmp%_S,Mean of Cmp%_S,Std of Cmp%_S,Median of Cmp%_M,Mean of Cmp%_M,Std of Cmp%_M,Median of Cmp%_L,Mean of Cmp%_L,Std of Cmp%_L,Median of KP,Mean of KP,Std of KP,Median of one_third,Mean of one_third,Std of one_third,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgPasses.1,Mean of PrgPasses.1,Std of PrgPasses.1,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att,Mean of Att,Std of Att,Median of Lost,Mean of Lost,Std of Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Block shot,Mean of Block shot,Std of Block shot,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Possession_Att,Mean of Possession_Att,Std of Possession_Att,Median of Possession_Succ%,Mean of Possession_Succ%,Std of Possession_Succ%,Median of Possession_Tkld%,Mean of Possession_Tkld%,Std of Possession_Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of Possession_ProDist,Mean of Possession_ProDist,Std of Possession_ProDist,Median of Possession_ProgC.1,Mean of Possession_ProgC.1,Std of Possession_ProgC.1,Median of Possession_one_third,Mean of Possession_one_third,Std of Possession_one_third,Median of Possession_CPA,Mean of Possession_CPA,Std of Possession_CPA,Median of Possession_Mis,Mean of Possession_Mis,Std of Possession_Mis,Median of Possession_Dis,Mean of Possession_Dis,Std of Possession_Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR.1,Mean of PrgR.1,Std of PrgR.1,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost.1,Mean of Lost.1,Std of Lost.1,Median of Won%,Mean of Won%,Std of Won%
all,9696.0,9809.339357429719,1545.8452602733062,22.0,20.453815261044177,9.889270017085842,14.0,15.01004016064257,10.743108763941509,1259.5,1345.8815261044176,909.5636183771493,1.0,1.961847389558233,3.4763573700338033,1.0,1.4578313253012047,2.194567308077092,2.0,2.8855421686746987,2.592543053477361,0.0,0.09036144578313253,0.30730127615333924,0.8,1.9819277108433735,3.044293189714954,0.8,1.4676706827309238,1.8466182577683663,14.0,25.548192771084338,30.204778739450866,35.5,50.373493975903614,49.42198148358223,23.0,49.738955823293175,63.17310484349697,0.03,0.11949799196787148,0.18569340656965883,0.03,0.08843373493975905,0.12491911518473563,0.07,0.13204819277108432,0.15999818185192768,0.07,0.09650602409638555,0.10154659635479113,0.0,0.1405020080321285,0.5139928803811185,0.0,5.628112449799197,18.83943733891453,0.0,2.076706827309237,10.000393332223924,0.0,0.9676706827309236,7.847968056233018,28.6,26.295381526104418,21.24801988064085,0.23,0.3998393574297189,0.47038959653927626,0.03,0.06961847389558233,0.09815836903981064,15.8,14.860240963855421,7.2203146192792005,438.0,540.8393574297189,454.6078132637753,80.0,79.11606425702811,8.429815759214037,6966.5,9294.923694779116,8221.835049897752,89.8,88.73493975903614,6.834415815092544,85.7,83.92369477911646,10.337741250786953,53.650000000000006,53.57329317269076,16.813531414612893,8.0,13.365461847389557,15.190241356951669,27.0,42.30522088353413,44.36141140430609,6.0,11.379518072289157,14.201997130815682,1.0,2.7048192771084336,4.240175870876781,35.5,50.373493975903614,49.42198148358223,20.0,31.271084337349397,31.876787553599872,1.83,2.070682730923695,1.4348727801145484,2.0,3.4056224899598395,4.176696936317415,0.15,0.2110441767068273,0.22405382108924868,17.0,24.07429718875502,22.315744593190775,10.0,14.383534136546185,13.709382662900117,16.5,21.929718875502008,20.092168918070513,8.0,10.781124497991968,10.252068797483377,11.0,14.899598393574298,13.596142481661749,2.0,5.054216867469879,7.240832147640105,8.0,9.845381526104418,9.256581146522347,7.0,10.943775100401606,11.61197135191474,708.0,817.9016064257028,617.4592911396816,31.0,92.44377510040161,172.75381656633533,153.5,270.77911646586347,303.1490051468944,267.5,347.66064257028114,311.6359302379628,132.5,207.53413654618473,207.75860431122828,19.0,33.81726907630522,40.577629391254135,13.0,24.8714859437751,30.757040224001532,42.8,42.53915662650602,25.55574671246678,41.7,38.37208835341366,24.19049658037336,389.0,458.7730923694779,355.9286020219495,977.5,1274.2128514056226,1083.2321645935194,14.0,25.548192771084338,30.204778739450866,12.0,17.190763052208837,18.080686445879362,2.0,7.957831325301205,14.00604313794422,11.5,18.53413654618474,19.194017327397,7.0,12.905622489959839,14.614053230538277,472.5,535.2951807228916,417.0113017311359,23.0,49.738955823293175,63.17310484349697,11.0,15.086345381526105,13.65022144767668,10.0,14.626506024096386,14.49238543701116,1.0,2.3353413654618476,3.9297139711825837,9.0,23.981927710843372,35.4072835596468,43.5,56.87951807228916,46.11412601227449,10.0,17.73895582329317,20.96591390301861,12.0,17.70883534136546,18.270865039861274,50.0,48.43795180722891,22.69544280613813
West Ham,10340.0,10442.12,1830.5918514695368,20.0,20.92,8.281102986116442,14.0,14.96,10.521723559696229,1070.0,1341.92,885.1249403332843,0.0,1.44,2.4677925358506134,1.0,0.92,1.469693845669907,2.0,2.88,2.5871477215909673,0.0,0.12,0.33166247903553997,1.2,1.736,2.172724863698424,1.1,1.2279999999999998,1.3752333135387125,11.0,22.36,29.379528019807715,31.0,43.68,40.19091937241546,21.0,43.36,55.68877804369566,0.0,0.0864,0.1314622886356895,0.03,0.0756,0.13943576776901015,0.07,0.1404,0.16154153232734506,0.08,0.10400000000000001,0.10099504938362078,0.0,0.136,0.4707440918375928,0.0,5.507999999999999,19.135828524872743,0.0,1.396,4.836534572053286,0.0,0.0,0.0,27.8,22.42,15.095363526593191,0.23,0.3904000000000001,0.4125376750471808,0.0,0.044000000000000004,0.0632455532033676,15.6,16.3,7.2755870324439575,510.0,519.0,397.9965452111362,79.9,78.616,7.8128462589933685,8497.0,9131.32,7192.993429488635,89.8,88.7,7.048404074682439,85.7,83.22400000000002,10.738997470279367,54.9,52.556,19.151872841404657,9.0,11.96,12.12256848471753,37.0,38.52,32.99004900471252,4.0,9.76,12.173331507849444,1.0,2.56,3.4650637319776196,31.0,43.68,40.19091937241546,18.0,29.48,29.800894841150882,2.37,2.2092,1.4759429754115387,1.0,2.2,3.0686587732536617,0.1,0.1348,0.16763352886579702,17.0,22.52,19.92929167498601,11.0,13.28,11.759818592705132,21.0,18.88,14.748785260714412,7.0,9.04,7.446923302053451,14.0,16.36,13.281817144753449,4.0,6.28,8.228608630868283,9.0,10.08,7.86299349272697,8.0,12.0,14.548768561863463,656.0,806.28,580.7710765295852,33.0,105.92,173.07727561217658,196.0,297.08,306.8339561826016,366.0,343.48,279.11095762557704,116.0,173.56,179.16521239719873,22.0,30.12,38.02337000670333,11.0,28.12,44.0182916524483,45.2,49.604,24.520356848953075,40.0,35.896,23.875204711164262,318.0,411.56,309.89273413016105,714.0,1060.64,918.685604545973,11.0,22.36,29.379528019807715,10.0,14.4,16.36052158907737,2.0,6.36,12.983579372936159,11.0,17.6,19.024107513012712,6.0,14.36,21.959963570097287,455.0,515.2,380.51664440161704,21.0,43.36,55.68877804369566,14.0,15.56,13.623142075160192,11.0,14.56,16.79801575583656,1.0,2.68,4.110150037812894,11.0,21.64,26.617475462560307,43.0,55.52,46.68789993135266,10.0,20.92,26.323183698025588,12.0,19.84,18.469975636150686,50.0,51.284000000000006,16.381282001113345
Southampton,9843.0,9842.51724137931,1542.4413769987607,20.0,18.137931034482758,10.056000830815378,13.0,12.862068965517242,9.512113096809902,1122.0,1151.344827586207,828.5949930826135,0.0,0.8275862068965517,1.0713464664764276,0.0,0.5172413793103449,0.8289705171033532,2.0,2.7586206896551726,2.8617573573616952,0.0,0.10344827586206896,0.40925259281898757,0.5,1.0448275862068965,1.362399722888297,0.5,0.7896551724137931,0.8957617777967402,10.0,20.24137931034483,26.47593944429788,23.0,35.55172413793103,38.55847711769058,20.0,34.51724137931034,37.54580125817302,0.0,0.05379310344827587,0.07997382576744577,0.0,0.043448275862068966,0.09729468720148837,0.04,0.07724137931034482,0.08887778734725478,0.03,0.05379310344827586,0.058518238494107144,0.0,0.24965517241379312,0.7492257086896955,0.0,6.993103448275862,20.963521566120562,0.0,0.2655172413793104,1.429854103963299,0.0,0.9862068965517242,5.310886671863684,25.0,22.368965517241378,22.723149043718703,0.15,0.2179310344827586,0.2848104546428934,0.0,0.06137931034482759,0.09310992497085807,17.3,14.951724137931036,8.256625940490599,242.0,485.48275862068965,464.81552567271666,80.2,80.91724137931035,7.996788148354011,3918.0,8224.206896551725,8264.992193321481,90.9,89.68275862068964,6.853469870152181,89.5,85.47586206896553,10.921069256010663,54.9,51.49310344827586,19.448906157902975,5.0,8.586206896551724,8.942344057425844,13.0,31.482758620689655,38.75437366069168,5.0,6.758620689655173,7.557660127379719,1.0,1.793103448275862,2.554817722668119,23.0,35.55172413793103,38.55847711769058,15.0,19.586206896551722,19.43398577121186,1.43,1.4175862068965517,0.8441887702421513,1.0,1.3793103448275863,1.8787114334687767,0.06,0.1089655172413793,0.14125318776646137,13.0,20.0,18.890662848538238,7.0,11.517241379310345,10.81209867844871,13.0,17.896551724137932,14.013628131180546,10.0,9.206896551724139,6.89398967188515,7.0,12.96551724137931,14.536856504909684,2.0,5.689655172413793,8.872523591225177,5.0,7.275862068965517,7.850825942555062,5.0,9.448275862068966,12.067033624408728,457.0,707.0,616.1692137716717,42.0,91.82758620689656,166.02841171780494,161.0,259.0,312.2409783667553,186.0,303.82758620689657,297.66208897308815,122.0,150.3448275862069,145.8644859993757,15.0,21.24137931034483,20.11334875224801,5.0,22.379310344827587,31.79107443596557,42.7,43.16206896551724,30.262145304383914,42.4,38.02413793103448,29.614724320035872,253.0,394.2413793103448,349.5897243476388,599.0,1070.896551724138,1087.3564386301953,10.0,20.24137931034483,26.47593944429788,9.0,14.931034482758621,18.271623265292234,1.0,5.068965517241379,7.5020522643700565,9.0,14.551724137931034,14.65943432668277,5.0,10.96551724137931,13.655147534435214,338.0,480.2758620689655,421.5171489946188,20.0,34.51724137931034,37.54580125817302,12.0,14.344827586206897,12.989764822651072,8.0,13.275862068965518,15.156084472967422,0.0,1.4827586206896552,2.599734734478726,6.0,17.103448275862068,25.955105233551436,23.0,45.03448275862069,42.99375599069232,8.0,14.172413793103448,20.39444771345735,8.0,12.379310344827585,13.299875920751637,54.5,54.17241379310346,22.750382988169108
Everton,9463.0,10086.434782608696,1885.7634052429164,22.0,20.82608695652174,9.943715118391678,14.0,16.26086956521739,10.83855655981899,1261.0,1458.0869565217392,922.0847384173184,1.0,1.3478260869565217,1.9448929779430475,1.0,0.8695652173913043,1.099766414293465,3.0,3.0869565217391304,2.274623714700579,0.0,0.08695652173913043,0.28810406552003043,1.1,1.6,1.9390719429665315,0.8,1.2260869565217394,1.1205588667772182,12.0,18.869565217391305,19.95746465002298,34.0,39.52173913043478,34.62378263723755,23.0,38.78260869565217,39.84738673048726,0.03,0.08652173913043479,0.11990938607784302,0.03,0.05565217391304348,0.07832485307165059,0.05,0.1082608695652174,0.12283219055106491,0.06,0.0791304347826087,0.07354114763353177,0.0,0.05260869565217391,0.25230244100906046,0.0,3.108695652173913,14.908780605080848,0.0,1.2782608695652173,6.130323773277999,0.0,4.3478260869565215,20.851441405707472,31.6,29.76521739130435,24.040016047030875,0.21,0.35434782608695653,0.38403155749775336,0.04,0.07260869565217391,0.10203463722518882,16.8,15.769565217391307,7.095609063652656,390.0,433.95652173913044,335.6111763038875,73.0,73.55652173913045,8.40821168355168,6998.0,8216.173913043478,7645.232832248377,86.2,84.92173913043477,7.726280801249904,82.3,78.5304347826087,13.523831987293889,55.0,56.14782608695653,15.646895409900951,8.0,11.565217391304348,10.035510074260944,34.0,38.52173913043478,34.129259061847094,8.0,10.08695652173913,10.16193003982941,1.0,3.4782608695652173,5.2645431919362995,34.0,39.52173913043478,34.62378263723755,24.0,27.434782608695652,19.915334628363237,1.72,1.8008695652173914,1.153161319013079,2.0,2.260869565217391,2.0718325508054636,0.1,0.14956521739130438,0.15458090734950433,20.0,28.956521739130434,27.95203401424656,13.0,17.043478260869566,16.813085436564972,22.0,25.652173913043477,22.048724340861277,8.0,12.391304347826088,11.15893091341795,11.0,15.304347826086957,14.220455121884033,3.0,5.521739130434782,9.179371959192927,7.0,9.782608695652174,8.43669755370241,9.0,13.0,12.695740158880781,645.0,747.9130434782609,514.1651585596595,31.0,95.52173913043478,209.99001482001634,144.0,271.4347826086956,348.9942466427253,280.0,300.69565217391306,230.8731321788123,157.0,183.8695652173913,142.4567890937223,18.0,27.869565217391305,25.472452763767595,16.0,25.434782608695652,29.19966700768493,45.5,43.86521739130435,23.31378072174271,45.0,44.97391304347826,24.580558048833936,315.0,361.60869565217394,246.0745894181523,648.0,970.3478260869565,801.6361455681891,12.0,18.869565217391305,19.95746465002298,10.0,13.956521739130435,11.379719843450232,2.0,4.782608695652174,6.855366323605913,12.0,20.08695652173913,19.420965811294717,10.0,15.217391304347826,13.797089685671628,402.0,429.8695652173913,278.5268559513894,23.0,38.78260869565217,39.84738673048726,15.0,17.0,13.823563545298626,12.0,14.347826086956522,12.521286223693323,1.0,3.347826086956522,6.205633039660409,7.0,26.17391304347826,35.229961646707174,50.0,59.52173913043478,47.05110332511526,10.0,23.652173913043477,28.601666664171507,14.0,21.782608695652176,22.629338402210063,50.0,46.24782608695652,20.592471474374438
Manchester City,9738.0,9850.44,1793.5142895072418,22.0,19.24,8.762039336440653,16.0,14.92,8.405950273467004,1404.0,1341.76,744.1720388010647,1.0,2.6,4.406434688800762,0.0,1.88,2.5053276565484737,2.0,2.32,1.7492855684535902,0.0,0.04,0.2,1.2,2.4960000000000004,4.170079935285014,1.5,1.9920000000000002,2.2165889710694375,34.0,40.56,43.47995706836274,62.0,68.16,58.15401963751087,25.0,67.48,75.24411383401805,0.06,0.1832,0.25258199988650554,0.0,0.10279999999999999,0.1409940897106447,0.07,0.16399999999999998,0.22134061233010688,0.07,0.11960000000000001,0.12604496552156827,0.0,0.1048,0.36565147340055937,0.0,5.46,18.897707091955184,0.0,2.272,7.924619864700136,0.0,0.0,0.0,30.8,27.695999999999998,22.41092516311334,0.33,0.46880000000000005,0.5252802426641738,0.07,0.12,0.20473560185435913,16.3,14.988,7.221571851058466,676.0,767.72,566.6331499891854,87.7,86.54800000000002,6.864347504800924,10078.0,12456.0,9299.120500527635,94.3,92.152,6.014712517374932,92.1,89.57999999999998,7.788345994711157,62.5,59.548,12.249425836884493,9.0,16.92,16.484639314626612,42.0,59.68,61.617584070350134,11.0,15.32,15.523423162004786,1.0,2.28,3.062134331910778,62.0,68.16,58.15401963751087,33.0,39.04,33.140458657055426,2.13,2.4212,1.758131868395163,3.0,4.56,4.426059195266146,0.28,0.2812,0.23896164266816267,15.0,17.68,16.074617673006514,7.0,10.8,10.432321569685882,12.0,16.12,14.950808227874058,6.0,8.52,8.211374225223611,11.0,12.04,9.230745726465802,1.0,3.2,4.699290726623896,9.0,8.84,6.731022705849882,5.0,7.96,8.25873275186131,878.0,1000.36,670.0436478319901,35.0,76.12,134.0862036154354,197.0,234.16,233.00101573455282,331.0,430.92,377.44347479677884,324.0,343.48,270.0856530806477,22.0,47.12,50.59917654138915,21.0,28.64,39.31060077553297,45.5,44.611999999999995,28.840889953906302,35.0,34.24,24.89944778504134,563.0,643.48,446.0446651775283,1674.0,1994.16,1516.486500654281,34.0,40.56,43.47995706836274,23.0,30.36,26.888473366853685,3.0,14.04,22.040644273704885,10.0,16.72,14.825428605383836,11.0,14.24,13.917255476565773,630.0,757.48,520.4894427363537,25.0,67.48,75.24411383401805,10.0,10.36,7.973288740120562,12.0,13.44,11.165721353022086,0.0,1.68,2.4617067250182343,8.0,22.96,31.07716203259236,46.0,51.72,34.71253375943623,5.0,10.96,13.408579343092242,8.0,11.72,10.97922280188053,46.4,45.132,20.98643847821731
Leicester City,9760.5,9931.038461538461,1628.7129515238523,21.0,19.73076923076923,9.568940139044418,14.5,14.384615384615385,9.810512415065476,1355.0,1292.2307692307693,811.2181116169587,0.0,1.0384615384615385,1.799572598830494,0.0,0.8076923076923077,1.132050556087696,2.0,3.076923076923077,2.57562539082184,0.0,0.0,0.0,0.35,1.1307692307692305,2.084757871939901,0.4,0.8653846153846154,1.0563871667877485,14.0,20.346153846153847,22.200796936492722,28.5,37.96153846153846,34.587258658911686,19.5,37.46153846153846,40.218633262935,0.0,0.05846153846153846,0.09111277880483319,0.0,0.05653846153846154,0.08648432494700102,0.04,0.06615384615384616,0.08621261731681382,0.025,0.06538461538461539,0.07976118199880286,0.0,0.315,0.9426823431039748,0.0,6.273076923076923,18.078795484042796,0.0,0.1423076923076923,0.725629700011281,0.0,0.9615384615384616,4.9029033784546,26.9,28.873076923076926,24.364951183079484,0.22,0.2703846153846154,0.264582399554177,0.0,0.047307692307692314,0.0684431263054336,16.4,15.169230769230769,8.482205808904625,404.0,483.84615384615387,361.55516229839037,77.6,77.9423076923077,8.378600029929729,6180.5,8105.576923076923,6262.134033526123,88.69999999999999,88.65,6.956105232096479,83.2,84.21153846153847,9.188006396300644,52.8,55.49615384615385,17.71752761012057,6.0,8.615384615384615,8.827579161137772,23.0,34.15384615384615,31.382405653731908,5.5,7.615384615384615,8.376523971562062,1.0,2.423076923076923,3.981688856985959,28.5,37.96153846153846,34.587258658911686,14.0,19.923076923076923,18.214111182098513,1.39,1.3349999999999997,0.9839278428828,1.0,1.8076923076923077,2.3497954084427137,0.05,0.11923076923076924,0.14761905234550388,21.5,25.384615384615383,21.936411599123357,12.0,14.846153846153847,13.165689674885423,18.5,24.26923076923077,21.495223082922756,10.0,12.692307692307692,11.821232527174923,15.0,17.26923076923077,13.689580540857174,3.5,6.615384615384615,8.114564304148058,9.0,10.653846153846153,8.347178242698824,9.0,11.307692307692308,11.606099192301368,740.5,754.4615384615385,511.96572000627003,33.0,99.11538461538461,166.40200165216208,147.5,275.96153846153845,278.98852747297417,320.0,343.5769230769231,271.3959724206567,100.5,142.23076923076923,132.36715837164675,15.5,21.76923076923077,23.943780306890044,11.5,22.46153846153846,26.610119532584996,40.3,40.33846153846154,29.543541790693638,47.35,44.58846153846154,27.71602174805146,437.5,428.4230769230769,280.59852787595634,1080.5,1065.1538461538462,734.146998485055,14.0,20.346153846153847,22.200796936492722,8.0,12.846153846153847,12.078716182417095,2.5,4.8076923076923075,6.177502607165655,12.0,17.0,15.615377036754508,7.5,11.307692307692308,12.830492526070016,468.5,479.53846153846155,320.69539825438477,19.5,37.46153846153846,40.218633262935,13.0,14.0,10.654576481493763,11.0,13.0,11.327841806805036,1.0,2.230769230769231,4.885142309556129,9.5,22.0,27.36274839996889,41.0,51.65384615384615,37.202088444271304,11.5,17.576923076923077,16.560611285633335,15.0,19.576923076923077,17.497824040544188,49.5,45.650000000000006,23.24158772545456
Bournemouth,9487.0,9658.739130434782,1401.5585875404213,25.0,21.608695652173914,9.838417881100703,17.0,16.217391304347824,11.32959327577413,1580.0,1451.7391304347825,975.7558011096884,1.0,2.260869565217391,3.4930761554349172,1.0,1.6521739130434783,1.991086858344044,3.0,3.782608695652174,3.147242974401714,0.0,0.08695652173913043,0.28810406552003043,1.1,2.639130434782609,3.500095989649269,1.1,1.7739130434782608,1.8273720304167422,19.0,29.26086956521739,34.02167409608756,41.0,57.43478260869565,51.583847090270524,31.0,56.608695652173914,70.37738475238321,0.03,0.13434782608695653,0.1811284347677717,0.05,0.10130434782608697,0.11577031916004626,0.08,0.1817391304347826,0.20211725161205188,0.1,0.1291304347826087,0.14881083304524761,0.0,0.1417391304347826,0.3769211657858859,0.0,10.434782608695652,27.582909871803725,0.0,1.9956521739130435,6.671545974637334,0.0,0.0,0.0,28.6,21.726086956521737,18.01075984948251,0.15,0.5434782608695652,0.6548810349677828,0.06,0.05043478260869566,0.053212973543673395,14.8,13.765217391304349,6.798904236289054,436.0,488.9130434782609,394.51787758126414,74.2,73.82173913043479,6.578750677317715,7088.0,8854.95652173913,7609.613456186141,88.0,86.80434782608697,7.180812707921372,78.2,81.36956521739133,10.782411384143948,46.9,46.665217391304346,17.734804217481823,11.0,17.434782608695652,16.255980960743262,37.0,47.34782608695652,47.00832488714793,7.0,12.956521739130435,13.656427926636416,2.0,3.9130434782608696,5.264918573817909,41.0,57.43478260869565,51.583847090270524,28.0,40.130434782608695,35.78509637446355,2.35,2.599565217391304,1.8688972885364286,2.0,3.869565217391304,4.026100615484902,0.22,0.23000000000000004,0.20522714688408505,21.0,27.47826086956522,23.125879964028872,10.0,15.91304347826087,14.406163590877156,25.0,24.869565217391305,21.02445404723247,13.0,13.130434782608695,10.493739899344694,15.0,18.47826086956522,16.525103672394895,3.0,5.565217391304348,7.082796616107111,8.0,12.91304347826087,12.58033473856667,10.0,14.0,15.300029708824395,783.0,829.0869565217391,608.2685496213807,44.0,87.47826086956522,146.08150575658328,159.0,249.65217391304347,270.36097228699333,298.0,354.17391304347825,312.7164925984605,127.0,235.52173913043478,234.76174954916186,19.0,39.130434782608695,47.7772334027469,16.0,26.434782608695652,31.649825630650678,40.0,37.40434782608695,23.240823766124624,41.6,37.46521739130434,23.19779787149971,479.0,445.1304347826087,332.0133217956809,1080.0,1396.8695652173913,1258.7526403095114,19.0,29.26086956521739,34.02167409608756,15.0,20.347826086956523,19.816450227140656,1.0,9.0,15.888818252297604,17.0,22.956521739130434,21.07449613518147,8.0,13.826086956521738,17.001743691090905,413.0,484.0,357.83973050413607,31.0,56.608695652173914,70.37738475238321,15.0,19.82608695652174,17.739663248605172,10.0,15.304347826086957,13.569467004367148,0.0,2.739130434782609,5.074153680479389,10.0,32.30434782608695,40.418756652426396,56.0,71.43478260869566,56.26384765868474,20.0,22.782608695652176,20.828207538072302,22.0,24.217391304347824,20.54032955772426,46.0,48.01304347826087,20.568605917930235
Brighton,8948.0,9500.75,1887.3025552849722,20.0,18.964285714285715,9.758119668814247,9.0,13.357142857142858,9.866570141097986,895.5,1198.4642857142858,866.1210454341328,1.0,1.9285714285714286,2.9555794246559732,1.0,1.2857142857142858,1.5836465855538944,2.0,2.607142857142857,2.543536262681686,0.0,0.10714285714285714,0.314970394174356,0.75,1.8821428571428576,2.6435180783735586,0.9500000000000001,1.292857142857143,1.396537668778562,16.5,25.857142857142858,29.882131767024237,38.5,48.92857142857143,49.26416214610446,26.5,48.642857142857146,62.019240912689696,0.045,0.12249999999999998,0.14913640288898838,0.035,0.09035714285714283,0.12638806034963035,0.09,0.12964285714285714,0.11955107827811641,0.09,0.10178571428571427,0.07635460991339328,0.0,0.07821428571428571,0.3296918153695859,0.0,4.939285714285715,18.205398859103518,0.0,2.457142857142857,9.971048036279784,0.0,0.0,0.0,28.3,28.328571428571426,22.471823627441925,0.31,0.45607142857142857,0.649925005848762,0.05,0.07464285714285715,0.0880017736713992,16.1,16.303571428571427,5.94764081102173,333.0,506.0357142857143,475.94463435734303,80.7,79.44642857142857,8.259965121568237,4728.0,8611.857142857143,9051.475900583064,90.9,89.52142857142857,6.168219452721444,82.1,81.33928571428571,10.68489204388224,53.0,54.33214285714287,15.784287864399944,9.0,11.714285714285714,9.988353005736018,21.5,37.92857142857143,47.64446147239686,7.5,10.785714285714286,10.386448232110286,1.0,2.8214285714285716,3.77176225075103,38.5,48.92857142857143,49.26416214610446,23.5,29.607142857142858,23.477868673717328,2.8099999999999996,2.5025000000000004,1.2330829325388128,3.0,3.4642857142857144,2.9247620081355,0.29,0.29964285714285716,0.27560683406644143,16.5,22.107142857142858,19.23796263509227,10.0,13.464285714285714,11.714132467703251,17.5,22.464285714285715,18.4942075873965,9.0,11.607142857142858,9.121968946467504,12.0,14.0,12.058499384558901,2.0,3.892857142857143,5.328743064316635,9.0,10.107142857142858,9.753780978996986,8.5,10.0,9.564595207403263,630.0,757.3928571428571,610.2353728828414,22.5,83.03571428571429,190.60089816407574,118.0,241.46428571428572,318.66544422625327,227.0,328.7857142857143,319.4130446955683,147.0,195.60714285714286,177.30833977705998,17.0,34.0,41.84096875870188,12.0,26.214285714285715,31.645439836315475,40.75,43.025,22.814446771321926,46.349999999999994,45.41785714285714,22.198966501993144,367.5,445.2857142857143,381.5798404045667,1026.0,1340.142857142857,1411.6984966708171,16.5,25.857142857142858,29.882131767024237,15.5,18.321428571428573,18.44120501290635,2.5,8.285714285714286,14.771988363508827,10.0,18.357142857142858,18.911517724537674,7.0,11.142857142857142,12.026865869606373,408.0,500.2857142857143,419.44556501479667,26.5,48.642857142857146,62.019240912689696,10.5,14.071428571428571,12.250256449102732,8.0,13.357142857142858,14.502143610934533,1.0,1.4285714285714286,1.7935805576921315,10.0,22.178571428571427,27.224789318544847,39.0,52.107142857142854,43.578230451822726,11.5,16.714285714285715,17.755243655007305,10.5,15.0,14.404217489384195,51.9,48.378571428571426,21.6803607517966
